id,separationtype,cease_date,dete_start_date,role_start_date,position,classification,region,business_unit,employment_status,career_move_to_public_sector,career_move_to_private_sector,interpersonal_conflicts,job_dissatisfaction,dissatisfaction_with_the_department,physical_work_environment,lack_of_recognition,lack_of_job_security,work_location,employment_conditions,maternity/family,relocation,study/travel,ill_health,traumatic_incident,work_life_balance,workload,none_of_the_above,gender,age,aboriginal,torres_strait,south_sea,disability,nesb
139,Resignation-Other employer,2012,2004.0,2005.0,Teacher Aide,,Darling Downs South West,,Permanent Part-time,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,41-45,,,,,
140,Ill Health Retirement,2012,1974.0,1995.0,Teacher,Secondary,Darling Downs South West,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Male,56-60,,,,,
141,Resignation-Other employer,2012,,,Teacher Aide,,Metropolitan,,Permanent Part-time,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,51-55,,,,,
142,Age Retirement,2012,1973.0,,Teacher,Primary,South East,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,Male,56-60,,,,,
143,Ill Health Retirement,2012,1983.0,2008.0,Head of Curriculum/Head of Special Education,,Darling Downs South West,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Female,61 or older,,,,,
144,Ill Health Retirement,2012,,,Teacher Aide,,North Queensland,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Female,61 or older,,,,,
145,Age Retirement,2012,1971.0,1982.0,Teacher,Primary,,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,56-60,,,,,
146,Resignation-Other reasons,2012,2007.0,2007.0,Cleaner,,,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Male,61 or older,,,,,
147,Age Retirement,2012,,,Teacher,Primary,Darling Downs South West,,Temporary Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,,,,,
148,Resignation-Other employer,2012,2003.0,2003.0,Public Servant,A01-A04,Metropolitan,,Permanent Full-time,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,Male,26-30,,,,,
149,Age Retirement,2012,1997.0,1997.0,Cleaner,,,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,,,,,
150,Other,2012,2008.0,2008.0,Public Servant,A01-A04,Central Office,Training and Tertiary Education Queensland,Permanent Full-time,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,26-30,,,,,
151,Termination,2012,1996.0,2009.0,Public Servant,A01-A04,Central Office,Training and Tertiary Education Queensland,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,,,,,
152,Age Retirement,2012,,,Guidance Officer,,Metropolitan,,Temporary Part-time,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,61 or older,,,,,
153,Other,2012,1993.0,2012.0,Public Servant,AO5-AO7,Central Office,Training and Tertiary Education Queensland,Permanent Full-time,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,Female,36-40,,,,,Yes
154,Termination,2012,2002.0,2008.0,Public Servant,AO5-AO7,Central Office,Education Queensland,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,36-40,,,,,Yes
155,Voluntary Early Retirement (VER),2012,1971.0,2005.0,Public Servant,AO5-AO7,Central Office,Training and Tertiary Education Queensland,Permanent Full-time,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Male,61 or older,,,,,
156,Voluntary Early Retirement (VER),2012,2006.0,2010.0,Public Servant,A01-A04,Central Office,Education Queensland,Permanent Full-time,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,21-25,,,,,
157,Other,2012,2007.0,2010.0,Technical Officer,,Central Office,Information and Technologies,Temporary Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Male,26-30,,,,,
158,Other,2012,2009.0,2011.0,Public Servant,AO5-AO7,Central Office,Information and Technologies,Temporary Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Male,21-25,,,,,
159,Resignation-Other employer,2012,2011.0,2011.0,Public Servant,A01-A04,Central Office,Other,Temporary Part-time,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,21-25,,,,,
160,Age Retirement,2012,1970.0,1970.0,Teacher,Primary,Metropolitan,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,,,,,
161,Resignation-Other reasons,2012,2003.0,2003.0,Cleaner,,South East,,Permanent Part-time,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Female,41-45,,,,,
162,Voluntary Early Retirement (VER),2012,1980.0,2004.0,Public Servant,AO5-AO7,Central Office,Education Queensland,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,56-60,,,,,
163,Other,2012,2007.0,2008.0,Public Servant,A01-A04,Metropolitan,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,36-40,,,,,
164,Voluntary Early Retirement (VER),2012,1969.0,2002.0,Professional Officer,PO1-PO4,Central Office,Education Queensland,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Male,61 or older,,,,,
165,Resignation-Other employer,2012,2005.0,2009.0,Teacher Aide,,Central Queensland,,Permanent Full-time,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,41-45,,,,,
166,Voluntary Early Retirement (VER),2012,2005.0,2008.0,Public Servant,AO5-AO7,Central Office,Human Resources,Permanent Full-time,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Male,26-30,Yes,,,,
167,Other,2012,1997.0,2005.0,Public Servant,AO5-AO7,Central Office,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,46-50,,,,,
168,Other,2012,2004.0,2010.0,Public Servant,AO5-AO7,Central Office,Training and Tertiary Education Queensland,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,36-40,,,,,
169,Other,2012,2008.0,2008.0,Public Servant,AO5-AO7,Central Office,Human Resources,Permanent Full-time,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,61 or older,,,,,
170,Ill Health Retirement,2012,,,Teacher,Secondary,,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Male,56-60,,,,,
171,Other,2012,2009.0,2009.0,Public Servant,AO8 and Above,Central Office,,Permanent Full-time,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,Female,46-50,,,,,
172,Voluntary Early Retirement (VER),2012,1987.0,1992.0,Professional Officer,PO1-PO4,Central Office,Education Queensland,Permanent Full-time,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Male,46-50,,,,,
173,Other,2012,1975.0,2008.0,Public Servant,A01-A04,Central Office,Education Queensland,Permanent Full-time,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Female,,,,,,
174,Other,2012,2002.0,2007.0,Public Servant,AO8 and Above,Central Office,Other,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Male,56-60,,,,,
175,Voluntary Early Retirement (VER),2012,2007.0,2007.0,Public Servant,A01-A04,Central Office,Other,Permanent Full-time,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,31-35,,,,,Yes
176,Voluntary Early Retirement (VER),2012,2005.0,2007.0,Public Servant,A01-A04,Central Office,Education Queensland,Permanent Part-time,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,Female,26-30,,,,,
177,Voluntary Early Retirement (VER),2012,2004.0,2009.0,Public Servant,A01-A04,Central Office,,Permanent Full-time,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,26-30,,,,Yes,
178,Voluntary Early Retirement (VER),2012,1997.0,2012.0,Public Servant,AO5-AO7,Central Office,,Permanent Full-time,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Female,26-30,,,,,
179,Voluntary Early Retirement (VER),2012,1996.0,2011.0,Public Servant,A01-A04,Central Office,Corporate Procurement,Permanent Full-time,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,Male,41-45,Yes,,,,
180,Resignation-Other reasons,2012,2012.0,2012.0,Cleaner,,Central Queensland,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,36-40,,,,,
181,Voluntary Early Retirement (VER),2012,2010.0,2012.0,Public Servant,AO5-AO7,Central Office,Corporate Strategy and Peformance,Permanent Full-time,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,26-30,,,,,
182,Voluntary Early Retirement (VER),2012,2006.0,2011.0,Public Servant,A01-A04,Central Office,Information and Technologies,Permanent Part-time,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Female,31-35,,,Yes,,
183,Other,2012,2010.0,2010.0,Professional Officer,PO1-PO4,Metropolitan,,Temporary Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,51-55,,,,,
184,Resignation-Other reasons,2012,1998.0,1998.0,Cleaner,,Far North Queensland,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,61 or older,,,Yes,,
185,Other,2012,2006.0,2006.0,Public Servant,A01-A04,Central Office,Human Resources,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,41-45,,,,,
186,Resignation-Other reasons,2012,2005.0,2005.0,Cleaner,,,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,Female,31-35,,,,,
187,Other,2012,1992.0,2007.0,Public Servant,AO5-AO7,Central Office,Training and Tertiary Education Queensland,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,,,,,
188,Voluntary Early Retirement (VER),2012,2007.0,2009.0,Public Servant,AO5-AO7,Central Office,Training and Tertiary Education Queensland,Permanent Full-time,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,26-30,,,,,
189,Other,2012,2006.0,2009.0,Public Servant,AO5-AO7,Central Office,,Permanent Full-time,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,26-30,,,,,
190,Resignation-Other employer,2012,2006.0,2007.0,Public Servant,AO8 and Above,Central Office,Other,Permanent Full-time,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,Female,41-45,Yes,,,,
191,Voluntary Early Retirement (VER),2012,1971.0,2004.0,Public Servant,AO5-AO7,Central Office,Other,Permanent Full-time,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Female,56-60,,,,,
192,Other,2012,1995.0,2009.0,Public Servant,A01-A04,Central Office,Education Queensland,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,56-60,,,,,
193,Resignation-Other reasons,2012,1995.0,2001.0,Teacher Aide,,Far North Queensland,,Permanent Full-time,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Female,46-50,,,,,
194,Voluntary Early Retirement (VER),2012,2001.0,2012.0,Public Servant,AO8 and Above,Central Office,Education Queensland,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Male,31-35,,,,,
